mpl_hostname,mpl_letter,mpl_def,mpl_reflink,mpl_discmethod,mpl_pnum,mpl_orbper,mpl_orbpererr1,mpl_orbpererr2,mpl_orbperlim,mpl_orbsmax,mpl_orbsmaxerr1,mpl_orbsmaxerr2,mpl_orbsmaxlim,mpl_orbeccen,mpl_orbeccenerr1,mpl_orbeccenerr2,mpl_orbeccenlim,mpl_orbincl,mpl_orbinclerr1,mpl_orbinclerr2,mpl_orbincllim,mpl_bmassj,mpl_bmassjerr1,mpl_bmassjerr2,mpl_bmassjlim,mpl_bmassprov,mpl_radj,mpl_radjerr1,mpl_radjerr2,mpl_radjlim,mpl_dens,mpl_denserr1,mpl_denserr2,mpl_denslim,ra,raerr,dec,decerr,mst_teff,mst_tefferr1,mst_tefferr2,mst_tefflim,mst_teffblend,mst_mass,mst_masserr1,mst_masserr2,mst_masslim,mst_massblend,mst_rad,mst_raderr1,mst_raderr2,mst_radlim,mst_radblend,rowupdate
Kepler-191,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,17.738506,0.000082,-0.000082,0,0.128,,,0,,,,,,,,,,,,,,0.166,0.082,-0.082,0,,,,,291.183386,0.000017,45.323177,0.000017,5282,200,-200,0,0,,,,,0,0.79,0.39,-0.39,0,0,5/14/14
Kepler-192,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,9.926746,0.000018,-0.000018,0,0.09,,,0,,,,,,,,,,,,,,0.244,0.04,-0.04,0,,,,,287.917924,0.000017,45.592876,0.000017,5479,100,-100,0,0,,,,,0,1.01,0.16,-0.16,0,0,5/14/14
Kepler-192,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,21.2234,0.000076,-0.000076,0,0.15,,,0,,,,,,,,,,,,,,0.249,0.046,-0.046,0,,,,,287.917924,0.000017,45.592876,0.000017,5479,100,-100,0,0,,,,,0,1.01,0.16,-0.16,0,0,5/14/14
Kepler-193,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,11.38848,0.000054,-0.000054,0,0.106,,,0,,,,,,,,,,,,,,0.213,0.096,-0.096,0,,,,,296.498596,0.000019,46.577244,0.000017,6335,200,-200,0,0,,,,,0,1.15,0.52,-0.52,0,0,5/14/14
Kepler-193,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,50.697494,0.000446,-0.000446,0,0.286,,,0,,,,,,,,,,,,,,0.245,0.111,-0.111,0,,,,,296.498596,0.000019,46.577244,0.000017,6335,200,-200,0,0,,,,,0,1.15,0.52,-0.52,0,0,5/14/14
Kepler-194,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,2.092281,0.000008,-0.000008,0,0.032,,,0,,,,,,,,,,,,,,0.135,0.07,-0.07,0,,,,,291.971445,0.000031,47.864174,0.000019,6089,200,-200,0,0,,,,,0,1.02,0.54,-0.54,0,0,5/14/14
Kepler-194,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,17.308032,0.000079,-0.000079,0,0.131,,,0,,,,,,,,,,,,,,0.231,0.121,-0.121,0,,,,,291.971445,0.000031,47.864174,0.000019,6089,200,-200,0,0,,,,,0,1.02,0.54,-0.54,0,0,5/14/14
Kepler-194,d,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,52.814973,0.000481,-0.000481,0,0.275,,,0,,,,,,,,,,,,,,0.214,0.112,-0.112,0,,,,,291.971445,0.000031,47.864174,0.000019,6089,200,-200,0,0,,,,,0,1.02,0.54,-0.54,0,0,5/14/14
Kepler-195,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,8.307872,0.00002,-0.00002,0,0.077,,,0,,,,,,,,,,,,,,0.181,0.066,-0.066,0,,,,,288.120962,0.000031,47.966667,0.000019,5329,200,-200,0,0,,,,,0,0.78,0.28,-0.28,0,0,5/14/14
Kepler-195,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,34.096863,0.000371,-0.000371,0,0.197,,,0,,,,,,,,,,,,,,0.138,0.051,-0.051,0,,,,,288.120962,0.000031,47.966667,0.000019,5329,200,-200,0,0,,,,,0,0.78,0.28,-0.28,0,0,5/14/14
Kepler-196,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,20.739886,0.000066,-0.000066,0,0.138,,,0,,,,,,,,,,,,,,0.17,0.013,-0.013,0,,,,,284.968519,0.000022,42.079205,0.000017,5128,100,-100,0,0,,,,,0,0.78,0.06,-0.06,0,0,5/14/14
Kepler-196,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,47.427737,0.000223,-0.000223,0,0.24,,,0,,,,,,,,,,,,,,0.2,0.015,-0.015,0,,,,,284.968519,0.000022,42.079205,0.000017,5128,100,-100,0,0,,,,,0,0.78,0.06,-0.06,0,0,5/14/14
Kepler-197,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,4,5.599308,0.000023,-0.000023,0,0.06,,,0,,,,,,,,,,,,,,0.091,0.004,-0.004,0,,,,,295.226435,0.000017,50.559006,0.000017,6004,102,-102,0,0,,,,,0,1.12,0.03,-0.03,0,0,5/14/14
Kepler-197,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,4,10.349695,0.000045,-0.000045,0,0.09,,,0,,,,,,,,,,,,,,0.11,0.004,-0.004,0,,,,,295.226435,0.000017,50.559006,0.000017,6004,102,-102,0,0,,,,,0,1.12,0.03,-0.03,0,0,5/14/14
Kepler-197,d,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,4,15.677563,0.000096,-0.000096,0,0.119,,,0,,,,,,,,,,,,,,0.109,0.009,-0.009,0,,,,,295.226435,0.000017,50.559006,0.000017,6004,102,-102,0,0,,,,,0,1.12,0.03,-0.03,0,0,5/14/14
Kepler-197,e,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,4,25.209715,0.000387,-0.000387,0,0.164,,,0,,,,,,,,,,,,,,0.081,0.004,-0.004,0,,,,,295.226435,0.000017,50.559006,0.000017,6004,102,-102,0,0,,,,,0,1.12,0.03,-0.03,0,0,5/14/14
Kepler-198,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,17.790037,0.000035,-0.000035,0,0.131,,,0,,,,,,,,,,,,,,0.252,0.037,-0.037,0,,,,,290.67313,0.000017,38.691011,0.000017,5574,100,-100,0,0,,,,,0,0.94,0.14,-0.14,0,0,5/14/14
Kepler-198,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,49.567416,0.00022,-0.00022,0,0.259,,,0,,,,,,,,,,,,,,0.22,0.033,-0.033,0,,,,,290.67313,0.000017,38.691011,0.000017,5574,100,-100,0,0,,,,,0,0.94,0.14,-0.14,0,0,5/14/14
Kepler-199,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,23.637604,0.00005,-0.00005,0,0.158,,,0,,,,,,,,,,,,,,0.277,0.05,-0.05,0,,,,,295.559419,0.000019,40.236271,0.000017,5644,117,-117,0,0,,,,,0,0.97,0.17,-0.17,0,0,5/14/14
Kepler-199,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,67.093408,0.00019,-0.00019,0,0.316,,,0,,,,,,,,,,,,,,0.29,0.052,-0.052,0,,,,,295.559419,0.000019,40.236271,0.000017,5644,117,-117,0,0,,,,,0,0.97,0.17,-0.17,0,0,5/14/14
Kepler-20,b,1,<a href=http://adsabs.harvard.edu/abs/2012ApJ...749...15G target=ref> Gautier et al. 2012 </a>,Transit,5,3.6961219,0.0000043,-0.0000064,0,0.04537,0.00054,-0.0006,0,0.32,,,1,86.5,0.36,-0.31,0,0.027,0.007,-0.007,0,Mass,0.17,0.011,-0.019,0,6.5,2,-2.7,0,287.698004,0.000017,42.338726,0.000017,5455,100,-100,0,0,0.912,0.034,-0.034,-1,0,0.94,0.06,-0.1,0,0,5/14/14
Kepler-20,c,1,<a href=http://adsabs.harvard.edu/abs/2012ApJ...749...15G target=ref> Gautier et al. 2012 </a>,Transit,5,10.854092,0.000013,-0.000013,0,0.093,0.0011,-0.0011,0,0.4,,,1,88.39,0.16,-0.14,0,0.051,0.01,-0.012,0,Mass,0.274,0.018,-0.028,0,2.91,0.85,-1.08,0,287.698004,0.000017,42.338726,0.000017,5455,100,-100,0,0,0.912,0.034,-0.034,-1,0,0.94,0.06,-0.1,0,0,5/14/14
Kepler-20,d,1,<a href=http://adsabs.harvard.edu/abs/2012ApJ...749...15G target=ref> Gautier et al. 2012 </a>,Transit,5,77.61184,0.00015,-0.00037,0,0.3453,0.0041,-0.0046,0,0.6,,,1,89.57,0.043,-0.048,0,0.063,,,1,Mass,0.245,0.015,-0.027,0,4.07,,,1,287.698004,0.000017,42.338726,0.000017,5455,100,-100,0,0,0.912,0.034,-0.034,-1,0,0.94,0.06,-0.1,0,0,5/14/14
Kepler-20,e,1,<a href=http://adsabs.harvard.edu/abs/2012Natur.482..195F target=ref> Fressin et al. 2012 </a>,Transit,5,6.098493,0.000065,-0.000065,0,,,,,0.28,,,1,87.5,0.33,-0.34,0,0.01,,,1,Mass,0.077,0.007,-0.009,0,,,,,287.698004,0.000017,42.338726,0.000017,5466,93,-93,0,0,0.912,0.035,-0.035,0,0,0.94,0.06,-0.1,0,0,5/14/14
Kepler-20,f,1,<a href=http://adsabs.harvard.edu/abs/2012Natur.482..195F target=ref> Fressin et al. 2012 </a>,Transit,5,19.57706,0.00052,-0.00052,0,,,,,0.32,,,1,88.68,0.14,-0.17,0,0.045,,,1,Mass,0.092,0.009,-0.012,0,,,,,287.698004,0.000017,42.338726,0.000017,5466,93,-93,0,0,0.912,0.035,-0.035,0,0,0.94,0.06,-0.1,0,0,5/14/14
Kepler-200,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,8.594805,0.000036,-0.000036,0,0.08,,,0,,,,,,,,,,,,,,0.19,0.037,-0.037,0,,,,,284.40992,0.000017,41.237465,0.000017,5678,100,-100,0,0,,,,,0,0.94,0.16,-0.16,0,0,5/14/14
Kepler-200,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,10.222157,0.000053,-0.000053,0,0.09,,,0,,,,,,,,,,,,,,0.142,0.026,-0.026,0,,,,,284.40992,0.000017,41.237465,0.000017,5678,100,-100,0,0,,,,,0,0.94,0.16,-0.16,0,0,5/14/14
Kepler-201,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,25.672083,0.000075,-0.000075,0,0.175,,,0,,,,,,,,,,,,,,0.219,0.043,-0.043,0,,,,,293.62604,0.000017,41.272827,0.000017,6065,117,-117,0,0,,,,,0,1.23,0.24,-0.24,0,0,5/14/14
Kepler-201,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,151.884058,0.002014,-0.002014,0,0.573,,,0,,,,,,,,,,,,,,0.254,0.054,-0.054,0,,,,,293.62604,0.000017,41.272827,0.000017,6065,117,-117,0,0,,,,,0,1.23,0.24,-0.24,0,0,5/14/14
Kepler-202,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,4.069427,0.000007,-0.000007,0,0.045,,,0,,,,,,,,,,,,,,0.145,0.009,-0.009,0,,,,,282.973419,0.000017,41.322006,0.000017,4668,100,-100,0,0,,,,,0,0.67,0.03,-0.03,0,0,5/14/14
Kepler-202,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,16.282493,0.000038,-0.000038,0,0.113,,,0,,,,,,,,,,,,,,0.165,0.009,-0.009,0,,,,,282.973419,0.000017,41.322006,0.000017,4668,100,-100,0,0,,,,,0,0.67,0.03,-0.03,0,0,5/14/14
Kepler-203,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,3.162697,0.000004,-0.000004,0,0.043,,,0,,,,,,,,,,,,,,0.229,0.046,-0.046,0,,,,,297.089977,0.000017,41.388039,0.000017,5821,100,-100,0,0,,,,,0,1.11,0.21,-0.21,0,0,5/14/14
Kepler-203,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,5.370647,0.000008,-0.000008,0,0.061,,,0,,,,,,,,,,,,,,0.22,0.042,-0.042,0,,,,,297.089977,0.000017,41.388039,0.000017,5821,100,-100,0,0,,,,,0,1.11,0.21,-0.21,0,0,5/14/14
Kepler-203,d,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,11.32972,0.00008,-0.00008,0,0.1,,,0,,,,,,,,,,,,,,0.128,0.025,-0.025,0,,,,,297.089977,0.000017,41.388039,0.000017,5821,100,-100,0,0,,,,,0,1.11,0.21,-0.21,0,0,5/14/14
Kepler-204,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,14.400974,0.000056,-0.000056,0,0.117,,,0,,,,,,,,,,,,,,0.226,0.048,-0.048,0,,,,,285.347187,0.000019,41.761925,0.000017,5812,100,-100,0,0,,,,,0,1.24,0.26,-0.26,0,0,5/14/14
Kepler-204,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,25.660593,0.000288,-0.000288,0,0.173,,,0,,,,,,,,,,,,,,0.16,0.035,-0.035,0,,,,,285.347187,0.000019,41.761925,0.000017,5812,100,-100,0,0,,,,,0,1.24,0.26,-0.26,0,0,5/14/14
Kepler-205,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,2.75564,0.000002,-0.000002,0,0.032,,,0,,,,,,,,,,,,,,0.135,0.012,-0.012,0,,,,,285.287111,0.000019,41.861172,0.000019,4321,100,-100,0,0,,,,,0,0.55,0.02,-0.02,0,0,5/14/14
Kepler-205,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,20.306546,0.000038,-0.000038,0,0.122,,,0,,,,,,,,,,,,,,0.146,0.011,-0.011,0,,,,,285.287111,0.000019,41.861172,0.000019,4321,100,-100,0,0,,,,,0,0.55,0.02,-0.02,0,0,5/14/14
Kepler-206,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,7.781987,0.000058,-0.000058,0,0.078,,,0,,,,,,,,,,,,,,0.107,0.021,-0.021,0,,,,,291.634678,0.000019,41.833866,0.000017,5764,100,-100,0,0,,,,,0,1.19,0.23,-0.23,0,0,5/14/14
Kepler-206,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,13.137471,0.000065,-0.000065,0,0.111,,,0,,,,,,,,,,,,,,0.158,0.03,-0.03,0,,,,,291.634678,0.000019,41.833866,0.000017,5764,100,-100,0,0,,,,,0,1.19,0.23,-0.23,0,0,5/14/14
Kepler-206,d,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,23.44281,0.000453,-0.000453,0,0.163,,,0,,,,,,,,,,,,,,0.106,0.021,-0.021,0,,,,,291.634678,0.000019,41.833866,0.000017,5764,100,-100,0,0,,,,,0,1.19,0.23,-0.23,0,0,5/14/14
Kepler-207,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,1.611865,0.000006,-0.000006,0,0.029,,,0,,,,,,,,,,,,,,0.14,0.027,-0.027,0,,,,,290.030517,0.000022,42.16605,0.000017,5920,116,-116,0,0,,,,,0,1.59,0.3,-0.3,0,0,5/14/14
Kepler-207,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,3.071571,0.000016,-0.000016,0,0.044,,,0,,,,,,,,,,,,,,0.134,0.026,-0.026,0,,,,,290.030517,0.000022,42.16605,0.000017,5920,116,-116,0,0,,,,,0,1.59,0.3,-0.3,0,0,5/14/14
Kepler-207,d,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,5.868075,0.000009,-0.000009,0,0.068,,,0,,,,,,,,,,,,,,0.295,0.056,-0.056,0,,,,,290.030517,0.000022,42.16605,0.000017,5920,116,-116,0,0,,,,,0,1.59,0.3,-0.3,0,0,5/14/14
Kepler-208,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,4,4.22864,0.000018,-0.000018,0,0.054,,,0,,,,,,,,,,,,,,0.145,0.027,-0.027,0,,,,,293.890206,0.000017,42.528008,0.000017,6092,100,-100,0,0,,,,,0,1.31,0.24,-0.24,0,0,5/14/14
Kepler-208,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,4,7.466623,0.000067,-0.000067,0,0.079,,,0,,,,,,,,,,,,,,0.124,0.023,-0.023,0,,,,,293.890206,0.000017,42.528008,0.000017,6092,100,-100,0,0,,,,,0,1.31,0.24,-0.24,0,0,5/14/14
Kepler-208,d,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,4,11.131786,0.000131,-0.000131,0,0.103,,,0,,,,,,,,,,,,,,0.107,0.021,-0.021,0,,,,,293.890206,0.000017,42.528008,0.000017,6092,100,-100,0,0,,,,,0,1.31,0.24,-0.24,0,0,5/14/14
Kepler-208,e,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,4,16.259458,0.000176,-0.000176,0,0.132,,,0,,,,,,,,,,,,,,0.132,0.025,-0.025,0,,,,,293.890206,0.000017,42.528008,0.000017,6092,100,-100,0,0,,,,,0,1.31,0.24,-0.24,0,0,5/14/14
Kepler-209,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,16.087845,0.000041,-0.000041,0,0.122,,,0,,,,,,,,,,,,,,0.202,0.03,-0.03,0,,,,,291.169537,0.000017,42.640812,0.000017,5513,100,-100,0,0,,,,,0,0.94,0.14,-0.14,0,0,5/14/14
Kepler-209,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,41.749882,0.000106,-0.000106,0,0.231,,,0,,,,,,,,,,,,,,0.277,0.045,-0.045,0,,,,,291.169537,0.000017,42.640812,0.000017,5513,100,-100,0,0,,,,,0,0.94,0.14,-0.14,0,0,5/14/14
Kepler-21,b,1,<a href=http://adsabs.harvard.edu/abs/2012ApJ...746..123H target=ref> Howell et al. 2012 </a>,Transit,1,2.785755,0.000031,-0.000034,0,0.042507,0.000098,-0.000119,0,0,,,0,82.58,0.28,-0.31,0,0.033,,,1,Mass,0.146,0.003,-0.004,0,12.9,,,1,287.361816,0.000002,38.714016,0.000002,6131,44,-44,0,0,1.34,0.01,-0.01,0,0,1.86,0.02,-0.02,0,0,5/14/14
Kepler-210,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,2.453234,0.000001,-0.000001,0,0.032,,,0,,,,,,,,,,,,,,0.262,0.019,-0.019,0,,,,,292.503389,0.000019,43.083149,0.000017,4559,100,-100,0,0,,,,,0,0.65,0.03,-0.03,0,0,5/14/14
Kepler-210,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,7.972513,0.000003,-0.000003,0,0.07,,,0,,,,,,,,,,,,,,0.323,0.017,-0.017,0,,,,,292.503389,0.000019,43.083149,0.000017,4559,100,-100,0,0,,,,,0,0.65,0.03,-0.03,0,0,5/14/14
Kepler-211,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,4.138575,0.00001,-0.00001,0,0.048,,,0,,,,,,,,,,,,,,0.112,0.008,-0.008,0,,,,,285.439151,0.000019,43.168484,0.000017,5123,100,-100,0,0,,,,,0,0.82,0.05,-0.05,0,0,5/14/14
Kepler-211,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,6.04045,0.000016,-0.000016,0,0.062,,,0,,,,,,,,,,,,,,0.115,0.008,-0.008,0,,,,,285.439151,0.000019,43.168484,0.000017,5123,100,-100,0,0,,,,,0,0.82,0.05,-0.05,0,0,5/14/14
Kepler-212,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,16.257582,0.000378,-0.000378,0,0.133,,,0,,,,,,,,,,,,,,0.097,0.019,-0.019,0,,,,,287.620834,0.000017,43.141678,0.000017,5852,100,-100,0,0,,,,,0,1.46,0.27,-0.27,0,0,5/14/14
Kepler-212,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,31.805174,0.000142,-0.000142,0,0.207,,,0,,,,,,,,,,,,,,0.244,0.045,-0.045,0,,,,,287.620834,0.000017,43.141678,0.000017,5852,100,-100,0,0,,,,,0,1.46,0.27,-0.27,0,0,5/14/14
Kepler-213,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,2.46236,0.000006,-0.000006,0,0.036,,,0,,,,,,,,,,,,,,0.145,0.028,-0.028,0,,,,,290.824182,0.000017,44.647186,0.000017,5696,100,-100,0,0,,,,,0,1.2,0.22,-0.22,0,0,5/14/14
Kepler-213,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,4.822962,0.000008,-0.000008,0,0.057,,,0,,,,,,,,,,,,,,0.209,0.04,-0.04,0,,,,,290.824182,0.000017,44.647186,0.000017,5696,100,-100,0,0,,,,,0,1.2,0.22,-0.22,0,0,5/14/14
Kepler-214,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,15.660544,0.00008,-0.00008,0,0.13,,,0,,,,,,,,,,,,,,0.233,0.044,-0.044,0,,,,,284.754851,0.000019,44.956032,0.000017,6169,100,-100,0,0,,,,,0,1.35,0.25,-0.25,0,0,5/14/14
Kepler-214,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,28.7798,0.000397,-0.000397,0,0.194,,,0,,,,,,,,,,,,,,0.19,0.036,-0.036,0,,,,,284.754851,0.000019,44.956032,0.000017,6169,100,-100,0,0,,,,,0,1.35,0.25,-0.25,0,0,5/14/14
Kepler-215,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,4,9.360672,0.00004,-0.00004,0,0.084,,,0,,,,,,,,,,,,,,0.145,0.036,-0.036,0,,,,,294.973509,0.000019,45.213688,0.000017,5739,164,-164,0,0,,,,,0,1.03,0.24,-0.24,0,0,5/14/14
Kepler-215,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,4,14.667108,0.000089,-0.000089,0,0.113,,,0,,,,,,,,,,,,,,0.158,0.037,-0.037,0,,,,,294.973509,0.000019,45.213688,0.000017,5739,164,-164,0,0,,,,,0,1.03,0.24,-0.24,0,0,5/14/14
Kepler-215,d,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,4,30.864423,0.000092,-0.000092,0,0.185,,,0,,,,,,,,,,,,,,0.213,0.049,-0.049,0,,,,,294.973509,0.000019,45.213688,0.000017,5739,164,-164,0,0,,,,,0,1.03,0.24,-0.24,0,0,5/14/14
Kepler-215,e,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,4,68.16101,0.00063,-0.00063,0,0.314,,,0,,,,,,,,,,,,,,0.156,0.037,-0.037,0,,,,,294.973509,0.000019,45.213688,0.000017,5739,164,-164,0,0,,,,,0,1.03,0.24,-0.24,0,0,5/14/14
