mpl_hostname,mpl_letter,mpl_def,mpl_reflink,mpl_discmethod,mpl_pnum,mpl_orbper,mpl_orbpererr1,mpl_orbpererr2,mpl_orbperlim,mpl_orbsmax,mpl_orbsmaxerr1,mpl_orbsmaxerr2,mpl_orbsmaxlim,mpl_orbeccen,mpl_orbeccenerr1,mpl_orbeccenerr2,mpl_orbeccenlim,mpl_orbincl,mpl_orbinclerr1,mpl_orbinclerr2,mpl_orbincllim,mpl_bmassj,mpl_bmassjerr1,mpl_bmassjerr2,mpl_bmassjlim,mpl_bmassprov,mpl_radj,mpl_radjerr1,mpl_radjerr2,mpl_radjlim,mpl_dens,mpl_denserr1,mpl_denserr2,mpl_denslim,ra,raerr,dec,decerr,mst_teff,mst_tefferr1,mst_tefferr2,mst_tefflim,mst_teffblend,mst_mass,mst_masserr1,mst_masserr2,mst_masslim,mst_massblend,mst_rad,mst_raderr1,mst_raderr2,mst_radlim,mst_radblend,rowupdate
Kepler-216,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,7.693641,0.000031,-0.000031,0,0.079,,,0,,,,,,,,,,,,,,0.21,0.041,-0.041,0,,,,,293.728072,0.000017,46.129154,0.000017,6091,120,-120,0,0,,,,,0,1.26,0.24,-0.24,0,0,5/14/14
Kepler-216,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,17.406669,0.000057,-0.000057,0,0.136,,,0,,,,,,,,,,,,,,0.271,0.053,-0.053,0,,,,,293.728072,0.000017,46.129154,0.000017,6091,120,-120,0,0,,,,,0,1.26,0.24,-0.24,0,0,5/14/14
Kepler-217,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,5.374943,0.000019,-0.000019,0,0.065,,,0,,,,,,,,,,,,,,0.199,0.029,-0.029,0,,,,,293.037744,0.000019,46.277508,0.000017,6171,109,-109,0,0,,,,,0,1.8,0.26,-0.26,0,0,5/14/14
Kepler-217,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,8.586004,0.000053,-0.000053,0,0.089,,,0,,,,,,,,,,,,,,0.165,0.024,-0.024,0,,,,,293.037744,0.000019,46.277508,0.000017,6171,109,-109,0,0,,,,,0,1.8,0.26,-0.26,0,0,5/14/14
Kepler-218,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,3.619337,0.000011,-0.000011,0,0.046,,,0,,,,,,,,,,,,,,0.132,0.011,-0.011,0,,,,,295.412811,0.000022,46.266472,0.000017,5502,74,-74,0,0,,,,,0,1.06,0.08,-0.08,0,0,5/14/14
Kepler-218,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,44.699576,0.000167,-0.000167,0,0.248,,,0,,,,,,,,,,,,,,0.28,0.023,-0.023,0,,,,,295.412811,0.000022,46.266472,0.000017,5502,74,-74,0,0,,,,,0,1.06,0.08,-0.08,0,0,5/14/14
Kepler-219,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,4.585512,0.000008,-0.000008,0,0.057,,,0,,,,,,,,,,,,,,0.263,0.044,-0.044,0,,,,,288.73898,0.000017,46.762558,0.000017,5786,100,-100,0,0,,,,,0,1.49,0.25,-0.25,0,0,5/14/14
Kepler-219,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,22.714613,0.000075,-0.000075,0,0.165,,,0,,,,,,,,,,,,,,0.319,0.054,-0.054,0,,,,,288.73898,0.000017,46.762558,0.000017,5786,100,-100,0,0,,,,,0,1.49,0.25,-0.25,0,0,5/14/14
Kepler-219,d,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,47.903645,0.000307,-0.000307,0,0.272,,,0,,,,,,,,,,,,,,0.251,0.043,-0.043,0,,,,,288.73898,0.000017,46.762558,0.000017,5786,100,-100,0,0,,,,,0,1.49,0.25,-0.25,0,0,5/14/14
Kepler-22,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2012ApJ...745..120B target=ref>Borucki et al. 2012</a>,Transit,1,289.8623,0.0016,-0.002,0,0.849,0.018,-0.017,0,0,,,0,89.764,0.025,-0.042,0,0.113,,,1,Mass,0.212,0.012,-0.012,0,14.7,,,1,289.217484,0.000019,47.884464,0.000019,5518,44,-44,0,0,0.97,0.06,-0.06,0,0,0.98,0.02,-0.02,0,0,5/14/14
Kepler-220,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,4,4.159807,0.00001,-0.00001,0,0.046,,,0,,,,,,,,,,,,,,0.072,0.004,-0.004,0,,,,,291.506237,0.000017,46.895779,0.000017,4632,100,-100,0,0,,,,,0,0.67,0.03,-0.03,0,0,5/14/14
Kepler-220,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,4,9.034199,0.000009,-0.000009,0,0.076,,,0,,,,,,,,,,,,,,0.14,0.008,-0.008,0,,,,,291.506237,0.000017,46.895779,0.000017,4632,100,-100,0,0,,,,,0,0.67,0.03,-0.03,0,0,5/14/14
Kepler-220,d,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,4,28.122397,0.000162,-0.000162,0,0.163,,,0,,,,,,,,,,,,,,0.087,0.005,-0.005,0,,,,,291.506237,0.000017,46.895779,0.000017,4632,100,-100,0,0,,,,,0,0.67,0.03,-0.03,0,0,5/14/14
Kepler-220,e,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,4,45.902733,0.000192,-0.000192,0,0.226,,,0,,,,,,,,,,,,,,0.119,0.011,-0.011,0,,,,,291.506237,0.000017,46.895779,0.000017,4632,100,-100,0,0,,,,,0,0.67,0.03,-0.03,0,0,5/14/14
Kepler-221,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,4,2.795906,0.000004,-0.000004,0,0.037,,,0,,,,,,,,,,,,,,0.153,0.015,-0.015,0,,,,,296.654765,0.000022,46.83527,0.000017,5243,100,-100,0,0,,,,,0,0.82,0.07,-0.07,0,0,5/14/14
Kepler-221,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,4,5.690586,0.000004,-0.000004,0,0.059,,,0,,,,,,,,,,,,,,0.261,0.024,-0.024,0,,,,,296.654765,0.000022,46.83527,0.000017,5243,100,-100,0,0,,,,,0,0.82,0.07,-0.07,0,0,5/14/14
Kepler-221,d,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,4,10.04156,0.000011,-0.000011,0,0.087,,,0,,,,,,,,,,,,,,0.244,0.022,-0.022,0,,,,,296.654765,0.000022,46.83527,0.000017,5243,100,-100,0,0,,,,,0,0.82,0.07,-0.07,0,0,5/14/14
Kepler-221,e,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,4,18.369917,0.000029,-0.000029,0,0.13,,,0,,,,,,,,,,,,,,0.235,0.022,-0.022,0,,,,,296.654765,0.000022,46.83527,0.000017,5243,100,-100,0,0,,,,,0,0.82,0.07,-0.07,0,0,5/14/14
Kepler-222,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,3.936981,0.000005,-0.000005,0,0.048,,,0,,,,,,,,,,,,,,0.282,0.125,-0.125,0,,,,,287.9061,0.000019,46.937767,0.000019,5433,200,-200,0,0,,,,,0,0.87,0.38,-0.38,0,0,5/14/14
Kepler-222,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,10.08881,0.000011,-0.000011,0,0.091,,,0,,,,,,,,,,,,,,0.414,0.185,-0.185,0,,,,,287.9061,0.000019,46.937767,0.000019,5433,200,-200,0,0,,,,,0,0.87,0.38,-0.38,0,0,5/14/14
Kepler-222,d,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,28.081912,0.000069,-0.000069,0,0.18,,,0,,,,,,,,,,,,,,0.329,0.145,-0.145,0,,,,,287.9061,0.000019,46.937767,0.000019,5433,200,-200,0,0,,,,,0,0.87,0.38,-0.38,0,0,5/14/14
Kepler-223,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,4,7.384108,0.000159,-0.000159,0,0.073,,,0,,,,,,,,,,,,,,0.151,0.065,-0.065,0,,,,,298.318356,0.000019,47.279495,0.000017,5829,200,-200,0,0,,,,,0,1.02,0.44,-0.44,0,0,5/14/14
Kepler-223,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,4,9.848183,0.000145,-0.000145,0,0.088,,,0,,,,,,,,,,,,,,0.178,0.078,-0.078,0,,,,,298.318356,0.000019,47.279495,0.000017,5829,200,-200,0,0,,,,,0,1.02,0.44,-0.44,0,0,5/14/14
Kepler-223,d,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,4,14.788759,0.000108,-0.000108,0,0.116,,,0,,,,,,,,,,,,,,0.266,0.117,-0.117,0,,,,,298.318356,0.000019,47.279495,0.000017,5829,200,-200,0,0,,,,,0,1.02,0.44,-0.44,0,0,5/14/14
Kepler-223,e,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,4,19.721734,0.000228,-0.000228,0,0.14,,,0,,,,,,,,,,,,,,0.214,0.093,-0.093,0,,,,,298.318356,0.000019,47.279495,0.000017,5829,200,-200,0,0,,,,,0,1.02,0.44,-0.44,0,0,5/14/14
Kepler-224,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,4,3.132924,0.000014,-0.000014,0,0.038,,,0,,,,,,,,,,,,,,0.124,0.008,-0.008,0,,,,,290.934287,0.000019,47.357601,0.000017,5018,100,-100,0,0,,,,,0,0.68,0.04,-0.04,0,0,5/14/14
Kepler-224,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,4,5.925003,0.00001,-0.00001,0,0.058,,,0,,,,,,,,,,,,,,0.278,0.023,-0.023,0,,,,,290.934287,0.000019,47.357601,0.000017,5018,100,-100,0,0,,,,,0,0.68,0.04,-0.04,0,0,5/14/14
Kepler-224,d,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,4,11.349393,0.000034,-0.000034,0,0.089,,,0,,,,,,,,,,,,,,0.205,0.012,-0.012,0,,,,,290.934287,0.000019,47.357601,0.000017,5018,100,-100,0,0,,,,,0,0.68,0.04,-0.04,0,0,5/14/14
Kepler-224,e,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,4,18.643577,0.000087,-0.000087,0,0.124,,,0,,,,,,,,,,,,,,0.176,0.013,-0.013,0,,,,,290.934287,0.000019,47.357601,0.000017,5018,100,-100,0,0,,,,,0,0.68,0.04,-0.04,0,0,5/14/14
Kepler-225,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,6.738975,0.000041,-0.000041,0,0.056,,,0,,,,,,,,,,,,,,0.107,0.006,-0.006,0,,,,,292.193984,0.000019,47.457096,0.000017,3682,150,-150,0,0,,,,,0,0.48,0.02,-0.02,0,0,5/14/14
Kepler-225,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,18.794234,0.000076,-0.000076,0,0.111,,,0,,,,,,,,,,,,,,0.164,0.009,-0.009,0,,,,,292.193984,0.000019,47.457096,0.000017,3682,150,-150,0,0,,,,,0,0.48,0.02,-0.02,0,0,5/14/14
Kepler-226,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,3.940997,0.00002,-0.00002,0,0.047,,,0,,,,,,,,,,,,,,0.138,0.055,-0.055,0,,,,,292.376129,0.000022,47.880989,0.000019,5571,200,-200,0,0,,,,,0,0.8,0.32,-0.32,0,0,5/14/14
Kepler-226,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,5.349555,0.000014,-0.000014,0,0.058,,,0,,,,,,,,,,,,,,0.203,0.08,-0.08,0,,,,,292.376129,0.000022,47.880989,0.000019,5571,200,-200,0,0,,,,,0,0.8,0.32,-0.32,0,0,5/14/14
Kepler-226,d,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,8.109044,0.000094,-0.000094,0,0.076,,,0,,,,,,,,,,,,,,0.109,0.044,-0.044,0,,,,,292.376129,0.000022,47.880989,0.000019,5571,200,-200,0,0,,,,,0,0.8,0.32,-0.32,0,0,5/14/14
Kepler-227,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,9.488015,0.000039,-0.000039,0,0.09,,,0,,,,,,,,,,,,,,0.277,0.14,-0.14,0,,,,,291.934236,0.000031,48.141651,0.000017,5854,200,-200,0,0,,,,,0,1.09,0.55,-0.55,0,0,5/14/14
Kepler-227,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,54.418694,0.00046,-0.00046,0,0.29,,,0,,,,,,,,,,,,,,0.271,0.136,-0.136,0,,,,,291.934236,0.000031,48.141651,0.000017,5854,200,-200,0,0,,,,,0,1.09,0.55,-0.55,0,0,5/14/14
Kepler-228,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,2.566546,0.000026,-0.000026,0,0.038,,,0,,,,,,,,,,,,,,0.136,0.063,-0.063,0,,,,,296.286142,0.000019,48.224667,0.000017,6043,200,-200,0,0,,,,,0,1.01,0.47,-0.47,0,0,5/14/14
Kepler-228,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,4.134444,0.000018,-0.000018,0,0.052,,,0,,,,,,,,,,,,,,0.241,0.111,-0.111,0,,,,,296.286142,0.000019,48.224667,0.000017,6043,200,-200,0,0,,,,,0,1.01,0.47,-0.47,0,0,5/14/14
Kepler-228,d,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,11.094286,0.000036,-0.000036,0,0.101,,,0,,,,,,,,,,,,,,0.36,0.165,-0.165,0,,,,,296.286142,0.000019,48.224667,0.000017,6043,200,-200,0,0,,,,,0,1.01,0.47,-0.47,0,0,5/14/14
Kepler-229,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,6.252972,0.000021,-0.000021,0,0.062,,,0,,,,,,,,,,,,,,0.196,0.07,-0.07,0,,,,,286.999471,0.000019,48.375797,0.000019,5120,200,-200,0,0,,,,,0,0.73,0.26,-0.26,0,0,5/14/14
Kepler-229,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,16.068638,0.000019,-0.000019,0,0.117,,,0,,,,,,,,,,,,,,0.439,0.155,-0.155,0,,,,,286.999471,0.000019,48.375797,0.000019,5120,200,-200,0,0,,,,,0,0.73,0.26,-0.26,0,0,5/14/14
Kepler-229,d,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,41.194912,0.000248,-0.000248,0,0.22,,,0,,,,,,,,,,,,,,0.343,0.123,-0.123,0,,,,,286.999471,0.000019,48.375797,0.000019,5120,200,-200,0,0,,,,,0,0.73,0.26,-0.26,0,0,5/14/14
Kepler-23,b,1,<a href=http://adsabs.harvard.edu/abs/2012ApJ...750..113F target=ref> Ford et al. 2012 </a>,Transit,3,7.1073,,,0,0.075,,,0,,,,,,,,,0.8,,,1,Mass,0.17,,,0,,,,,294.218924,0.000017,49.479225,0.000017,5760,124,-124,0,0,1.11,0.09,-0.12,0,0,1.52,0.24,-0.3,0,0,5/14/14
Kepler-23,c,1,<a href=http://adsabs.harvard.edu/abs/2012ApJ...750..113F target=ref> Ford et al. 2012 </a>,Transit,3,10.7421,,,0,0.099,,,0,,,,,,,,,2.7,,,1,Mass,0.285,,,0,,,,,294.218924,0.000017,49.479225,0.000017,5760,124,-124,0,0,1.11,0.09,-0.12,0,0,1.52,0.24,-0.3,0,0,5/14/14
Kepler-23,d,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,15.274299,0.000104,-0.000104,0,0.124,,,0,,,,,,,,,,,,,,0.196,0.008,-0.008,0,,,,,294.218924,0.000017,49.479225,0.000017,5828,100,-100,0,0,,,,,0,1.55,0.05,-0.05,0,0,5/14/14
Kepler-230,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,32.625555,0.000126,-0.000126,0,0.191,,,0,,,,,,,,,,,,,,0.38,0.194,-0.194,0,,,,,285.718538,0.000022,48.505859,0.000019,5588,200,-200,0,0,,,,,0,0.82,0.41,-0.41,0,0,5/14/14
Kepler-230,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,91.773242,0.001618,-0.001618,0,0.38,,,0,,,,,,,,,,,,,,0.182,0.093,-0.093,0,,,,,285.718538,0.000022,48.505859,0.000019,5588,200,-200,0,0,,,,,0,0.82,0.41,-0.41,0,0,5/14/14
Kepler-231,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,10.065275,0.000027,-0.000027,0,0.074,,,0,,,,,,,,,,,,,,0.154,0.011,-0.011,0,,,,,293.973353,0.000019,50.531914,0.000017,3767,150,-150,0,0,,,,,0,0.49,0.02,-0.02,0,0,5/14/14
Kepler-231,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,19.271566,0.000099,-0.000099,0,0.114,,,0,,,,,,,,,,,,,,0.172,0.017,-0.017,0,,,,,293.973353,0.000019,50.531914,0.000017,3767,150,-150,0,0,,,,,0,0.49,0.02,-0.02,0,0,5/14/14
Kepler-232,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,4.431222,0.000011,-0.000011,0,0.054,,,0,,,,,,,,,,,,,,0.275,0.131,-0.131,0,,,,,295.816158,0.000017,51.121742,0.000017,5847,200,-200,0,0,,,,,0,0.97,0.46,-0.46,0,0,5/14/14
Kepler-232,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,11.379349,0.000044,-0.000044,0,0.101,,,0,,,,,,,,,,,,,,0.342,0.166,-0.166,0,,,,,295.816158,0.000017,51.121742,0.000017,5847,200,-200,0,0,,,,,0,0.97,0.46,-0.46,0,0,5/14/14
Kepler-233,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,8.472382,0.000026,-0.000026,0,0.077,,,0,,,,,,,,,,,,,,0.217,0.059,-0.059,0,,,,,296.366522,0.000017,51.319523,0.000017,5360,200,-200,0,0,,,,,0,0.76,0.21,-0.21,0,0,5/14/14
Kepler-233,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,60.418955,0.00063,-0.00063,0,0.287,,,0,,,,,,,,,,,,,,0.242,0.07,-0.07,0,,,,,296.366522,0.000017,51.319523,0.000017,5360,200,-200,0,0,,,,,0,0.76,0.21,-0.21,0,0,5/14/14
Kepler-234,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,2.711506,0.000006,-0.000006,0,0.04,,,0,,,,,,,,,,,,,,0.33,0.148,-0.148,0,,,,,291.653519,0.000017,38.494659,0.000017,6224,200,-200,0,0,,,,,0,1.11,0.49,-0.49,0,0,5/14/14
Kepler-234,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,7.21205,0.000022,-0.000022,0,0.077,,,0,,,,,,,,,,,,,,0.313,0.139,-0.139,0,,,,,291.653519,0.000017,38.494659,0.000017,6224,200,-200,0,0,,,,,0,1.11,0.49,-0.49,0,0,5/14/14
Kepler-235,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,4,3.340222,0.000005,-0.000005,0,0.037,,,0,,,,,,,,,,,,,,0.199,0.009,-0.009,0,,,,,286.079103,0.000017,39.278313,0.000017,4255,100,-100,0,0,,,,,0,0.55,0.02,-0.02,0,0,5/14/14
Kepler-235,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,4,7.824904,0.000055,-0.000055,0,0.065,,,0,,,,,,,,,,,,,,0.114,0.007,-0.007,0,,,,,286.079103,0.000017,39.278313,0.000017,4255,100,-100,0,0,,,,,0,0.55,0.02,-0.02,0,0,5/14/14
Kepler-235,d,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,4,20.060548,0.000099,-0.000099,0,0.122,,,0,,,,,,,,,,,,,,0.183,0.009,-0.009,0,,,,,286.079103,0.000017,39.278313,0.000017,4255,100,-100,0,0,,,,,0,0.55,0.02,-0.02,0,0,5/14/14
Kepler-235,e,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,4,46.183669,0.000425,-0.000425,0,0.213,,,0,,,,,,,,,,,,,,0.198,0.026,-0.026,0,,,,,286.079103,0.000017,39.278313,0.000017,4255,100,-100,0,0,,,,,0,0.55,0.02,-0.02,0,0,5/14/14
Kepler-236,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,8.295611,0.000032,-0.000032,0,0.065,,,0,,,,,,,,,,,,,,0.14,0.011,-0.011,0,,,,,283.866378,0.000017,39.898092,0.000017,3750,150,-150,0,0,,,,,0,0.51,0.02,-0.02,0,0,5/14/14
Kepler-236,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,23.968127,0.000174,-0.000174,0,0.132,,,0,,,,,,,,,,,,,,0.178,0.015,-0.015,0,,,,,283.866378,0.000017,39.898092,0.000017,3750,150,-150,0,0,,,,,0,0.51,0.02,-0.02,0,0,5/14/14
Kepler-237,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,4.715106,0.00003,-0.00003,0,0.05,,,0,,,,,,,,,,,,,,0.126,0.067,-0.067,0,,,,,283.221387,0.000017,40.421834,0.000017,4861,200,-200,0,0,,,,,0,0.72,0.38,-0.38,0,0,5/14/14
Kepler-237,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,8.103636,0.000032,-0.000032,0,0.071,,,0,,,,,,,,,,,,,,0.186,0.098,-0.098,0,,,,,283.221387,0.000017,40.421834,0.000017,4861,200,-200,0,0,,,,,0,0.72,0.38,-0.38,0,0,5/14/14
Kepler-238,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,5,2.090876,0.00002,-0.00002,0,0.034,,,0,,,,,,,,,,,,,,0.154,0.036,-0.036,0,,,,,287.897113,0.000017,40.637815,0.000017,5751,100,-100,0,0,,,,,0,1.43,0.26,-0.26,0,0,5/14/14
Kepler-238,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,5,6.155557,0.00005,-0.00005,0,0.069,,,0,,,,,,,,,,,,,,0.213,0.04,-0.04,0,,,,,287.897113,0.000017,40.637815,0.000017,5751,100,-100,0,0,,,,,0,1.43,0.26,-0.26,0,0,5/14/14
Kepler-238,d,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,5,13.233549,0.000081,-0.000081,0,0.115,,,0,,,,,,,,,,,,,,0.274,0.051,-0.051,0,,,,,287.897113,0.000017,40.637815,0.000017,5751,100,-100,0,0,,,,,0,1.43,0.26,-0.26,0,0,5/14/14
